name,link
Madras Egg Curry,https://www.food.com/recipe/madras-egg-curry-481968
Exotic Indian Tangy Rice,https://www.food.com/recipe/exotic-indian-tangy-rice-481926
Indian Cheese With Spinach,https://www.food.com/recipe/jaffreys-homemade-indian-cheese-with-spinach-481923
Lentil Sweet Potato Coconut Curry,https://www.food.com/recipe/lentil-sweet-potato-coconut-curry-481246
Quinoa Salad With Mangoes and Curry Dressing,https://www.food.com/recipe/quinoa-salad-with-mangoes-and-curry-dressing-480092
Curry Potato Lentil Soup,https://www.food.com/recipe/curry-potato-lentil-soup-478411
Anglo-Indian Beef (Or Lamb) Stir-Fry,https://www.food.com/recipe/anglo-indian-beef-or-lamb-stir-fry-477674
Aarsi�s Ultimate Valentine Cake,https://www.food.com/recipe/aarsi-rsquo-s-ultimate-valentine-cake-476849
Red Lentil Salad,https://www.food.com/recipe/red-lentil-salad-476750
Chicken in Fried Onion Sauce,https://www.food.com/recipe/chicken-in-a-fried-onion-sauce-475381
Indian Pork Vindaloo,https://www.food.com/recipe/indian-pork-vindaloo-475173
Beef Madras Curry,https://www.food.com/recipe/beef-madras-curry-475169
Spicy Goan Shrimp Curry With Eggplant,https://www.food.com/recipe/spicy-goan-shrimp-curry-with-eggplant-473870
"Lentil, Pea and Potato Curry",https://www.food.com/recipe/lentil-pea-and-potato-curry-473220
Tandoori Marinade,https://www.food.com/recipe/tandoori-marinade-472366
Oranges And Lemons Pick-Me-Up!,https://www.food.com/recipe/oranges-and-lemons-pick-me-up-47219
Beef Curry,https://www.food.com/recipe/yummy-beef-curry-471354
Indian-Inspired Chicken With Raita,https://www.food.com/recipe/indian-inspired-chicken-with-raita-466401
Easy Beef Curry,https://www.food.com/recipe/easy-beef-curry-466336
Cooked Chickpeas or Garbanzos (Slow-Cooker),https://www.food.com/recipe/cooked-chickpeas-or-garbanzos-slow-cooker-466329
Pork Vindaloo,https://www.food.com/recipe/pork-vindaloo-465769
Split Pea and Sweet Potato Soup,https://www.food.com/recipe/split-pea-and-sweet-potato-soup-465062
Stewed Chickpeas,https://www.food.com/recipe/stewed-chickpeas-459672
Bengali Chingri Malai Curry (Shrimp Milk Curry),https://www.food.com/recipe/bengali-chingri-malai-curry-shrimp-milk-curry-458719
Korma Paste (Jamie Oliver),https://www.food.com/recipe/korma-paste-jamie-oliver-458198
Chickpea and Vegetable Curry,https://www.food.com/recipe/chickpea-and-vegetable-curry-457445
Tandoori Mushrooms,https://www.food.com/recipe/tandoori-mushrooms-456188
"Indian Curry With Potatoes, Chicken, and Eggplant",https://www.food.com/recipe/indian-curry-with-potatoes-chicken-and-eggplant-454945
Chicken Cauliflower Curry,https://www.food.com/recipe/chicken-cauliflower-curry-454935
Sooji Halwa,https://www.food.com/recipe/aarsi-rsquo-s-ultimate-sooji-halwa-452907
"Panch Phoron, Bengali Five-Spice",https://www.food.com/recipe/panch-phoron-bengali-five-spice-445590
ROTI  (Unleavened Baked Vegetable Bread),https://www.food.com/recipe/roti-2000-unleavened-baked-vegetable-bread-44386
Indian Pork Chops & Rice,https://www.food.com/recipe/moms-indian-pork-chops-rice-439642
Cauliflower Red Lentil & Ginger Soup,https://www.food.com/recipe/cauliflower-red-lentil-ginger-soup-438302
Naan Bread,https://www.food.com/recipe/naan-bread-437741
Cauliflower-Potato Curry,https://www.food.com/recipe/cauliflower-curry-437690
Blackberry Lassi,https://www.food.com/recipe/blackberry-lassi-430389
Balti Chicken Pasanda,https://www.food.com/recipe/balti-chicken-pasanda-425288
Curried Corn,https://www.food.com/recipe/curried-corn-425279
Potatoes With Fresh Curry Leaves (Bhaji),https://www.food.com/recipe/potatoes-with-fresh-curry-leaves-bhaji-425084
Kofta Korma,https://www.food.com/recipe/kofta-korma-424359
Tandoori Chicken Thighs II,https://www.food.com/recipe/tandoori-chicken-thighs-ii-420852
Sprouted Mung Bean Salad (Moong Salaad),https://www.food.com/recipe/sprouted-mung-bean-salad-moong-salaad-420424
Vegetable  Stew  from  Northern  India,https://www.food.com/recipe/vegetable-stew-from-northern-india-420313
Beef Rendang,https://www.food.com/recipe/beef-rendang-41645
Masala Chai Powder,https://www.food.com/recipe/masala-chai-powder-415219
Chicken Tikka Masala,https://www.food.com/recipe/chicken-tikka-masala-413246
Indian-Spiced Sweet Potato Steak Fries,https://www.food.com/recipe/indian-spiced-sweet-potato-steak-fries-403081
